Nikolaj Ehlers,0.13836963658958976
Shane Pinto,0.09210938163934532
Calle Jarnkrok,0.09123292472768307
Barrett Hayton,0.08798580509633196
Eetu Luostarinen,0.07923134509774575
Sheldon Dries,0.07290890661623071
Conor Garland,0.04694815280433069
Josh Morrissey,0.04541099894646784
Colton Sissons,0.033988889486729665
Alexander Kerfoot,0.029387793001741335
Trevor Lewis,0.025187330523939577
Andrew Copp,0.021884754440895278
Milan Lucic,0.020154986611406318
Mathieu Joseph,0.01375341405905918
Mark Giordano,0.005633113699650259
